return_id,order_id,customer_id,product_id,store_id,return_date,return_quantity,return_amount,return_reason,return_status,refund_amount
50322,33948,4192,1712,21066,2025-06-02,1,214.56,Defective,Approved,214.56
50323,18614,2490,3254,876,2024-06-17,3,829.59,Not as Described,Pending,
50324,29257,28787,13857,7934,2024-10-04,5,1553.4,Duplicate Order,Approved,1553.4
50325,38860,28432,12146,23171,2024-03-10,5,836.2,Wrong Item Shipped,Approved,836.2
50326,23278,20545,11980,28137,2023-09-16,2,949.38,Not as Described,Approved,949.38
50327,24306,14067,20885,16444,2024-11-06,5,2168.0,Changed Mind,Pending,
50328,24601,13331,21325,2121,2024-06-09,5,2262.85,Duplicate Order,Approved,2262.85
50329,22983,20970,16882,19229,2024-03-30,6,3912.24,Damaged,Approved,3912.24
50330,14911,30442,9273,29767,2023-11-03,1,304.93,Not as Described,Pending,
50331,30745,1639,10286,28650,2024-10-29,1,355.59,Wrong Item Shipped,Approved,355.59
50332,11650,25523,2510,6237,2026-04-23,2,375.7,Not as Described,Rejected,0.0
50333,16528,27860,25481,4249,2024-05-25,2,320.78,Changed Mind,Pending,
50334,27588,20889,8213,11747,2026-01-31,2,363.1,Changed Mind,Approved,363.1
50335,31214,1962,1213,28389,2023-11-03,1,540.42,Size/Fit Issue,Approved,540.42
50336,30287,22474,13820,6712,2024-10-12,4,1258.04,Changed Mind,Approved,1258.04
50337,15400,938,8184,25002,2025-01-03,1,170.96,Defective,Approved,170.96
50338,19164,5601,18730,17503,2023-04-28,3,500.67,Not as Described,Approved,500.67
50339,16111,20958,24472,5029,2023-02-10,2,500.26,Changed Mind,Approved,500.26
50340,33643,9579,4838,8236,2024-12-11,3,1935.99,Damaged,Approved,1935.99
50341,16012,12295,27183,15008,2023-12-13,5,3038.45,Size/Fit Issue,Approved,3038.45
50342,32702,13253,15753,21539,2025-05-17,3,1323.78,Wrong Item Shipped,Approved,1323.78
50343,27433,26511,23280,1062,2024-05-26,1,328.53,Damaged,Rejected,0.0
50344,39249,7029,28672,17165,2023-10-19,1,93.98,Size/Fit Issue,Rejected,0.0
50345,27723,22627,29718,27482,2023-10-12,3,1260.54,Changed Mind,Approved,1260.54
50346,39773,15996,28715,10355,2025-01-21,2,996.26,Duplicate Order,Approved,996.26
50347,36504,12154,3942,22753,2024-07-16,2,805.38,Changed Mind,Approved,805.38
50348,27851,28072,4475,4674,2023-08-20,4,941.52,Defective,Approved,941.52
50349,17150,23481,26401,29862,2026-04-27,2,689.66,Defective,Approved,689.66
50350,13769,2088,7184,28985,2023-09-30,2,438.02,Wrong Item Shipped,Rejected,0.0
50351,33254,12670,145,21454,2024-12-11,2,831.38,Size/Fit Issue,Approved,831.38
50352,28784,16722,17283,21806,2026-03-17,2,351.38,Late Delivery,Approved,351.38
50353,38876,4591,20467,17009,2026-03-26,2,881.16,Changed Mind,Approved,881.16
50354,39522,19414,641,27420,2025-06-13,2,80.36,Defective,Pending,
50355,17845,27918,6651,13125,2024-07-03,4,353.56,Duplicate Order,Rejected,0.0
50356,14188,15119,17799,7439,2024-11-10,2,1124.3,Defective,Approved,1124.3
50357,34345,16909,12204,22972,2023-04-24,1,425.94,Not as Described,Pending,
50358,12694,28874,11574,10630,2024-11-23,4,970.96,Defective,Approved,970.96
50359,26856,24582,1924,29969,2026-05-21,3,1612.86,Size/Fit Issue,Rejected,0.0
50360,11537,3600,18544,27184,2026-08-18,2,664.9,Defective,Approved,664.9
50361,27571,27371,15432,9857,2024-01-09,1,501.76,Size/Fit Issue,Pending,
50362,26325,16011,384,3307,2023-01-31,4,653.2,Damaged,Approved,653.2
50363,34430,30388,22965,18793,2026-02-12,3,1287.6,Wrong Item Shipped,Approved,1287.6
50364,23145,7251,23564,15008,2024-03-27,1,507.69,Defective,Approved,507.69
50365,12222,22779,895,21618,2024-03-16,1,187.95,Duplicate Order,Approved,187.95
50366,14719,1513,16534,3190,2024-08-05,4,430.08,Damaged,Approved,430.08
50367,33152,23891,19020,17738,2023-06-25,2,861.66,Size/Fit Issue,Approved,861.66
50368,34794,9728,918,26916,2025-08-06,1,251.6,Duplicate Order,Approved,251.6
50369,39815,8018,25931,5313,2023-08-10,2,722.18,Late Delivery,Approved,722.18
50370,25665,22778,109,17954,2024-07-13,2,686.84,Changed Mind,Approved,686.84
50371,24276,16474,1487,24709,2024-10-05,1,559.51,Damaged,Approved,559.51
50372,17118,3547,21569,21575,2023-05-08,2,808.16,Not as Described,Approved,808.16
50373,24637,9865,10234,12343,2023-08-14,1,53.38,Size/Fit Issue,Pending,
50374,20991,2018,29845,12273,2023-12-17,3,998.52,Not as Described,Approved,998.52
50375,24076,27227,27476,1605,2025-09-06,3,551.43,Changed Mind,Pending,
50376,22010,24144,23527,8380,2025-03-07,2,429.46,Not as Described,Approved,429.46
50377,14260,4951,12061,16796,2025-11-05,4,732.12,Wrong Item Shipped,Approved,732.12
50378,34065,9460,10310,9209,2024-01-12,3,1152.81,Size/Fit Issue,Approved,1152.81
50379,28765,24049,21313,19711,2024-03-15,3,488.88,Defective,Approved,488.88
50380,21890,1515,8160,26366,2026-01-04,2,558.72,Defective,Approved,558.72
50381,20651,24635,23437,9554,2025-07-29,2,201.92,Not as Described,Approved,201.92
50382,10949,23315,2341,11249,2025-03-27,1,695.28,Duplicate Order,Approved,695.28
50383,23691,21889,26045,14115,2026-04-25,1,345.07,Duplicate Order,Approved,345.07
50384,12498,4930,17618,500,2025-07-10,1,270.36,Duplicate Order,Approved,270.36
50385,15528,16125,29342,24437,2025-02-12,1,144.24,Defective,Approved,144.24
50386,33443,11794,25857,22678,2026-05-17,1,543.13,Damaged,Approved,543.13
50387,18429,4947,25350,24381,2025-10-08,1,514.13,Damaged,Approved,514.13
50388,25780,2589,17054,25646,2023-08-12,1,496.7,Wrong Item Shipped,Approved,496.7
50389,26274,15074,2547,12613,2026-05-02,1,281.43,Size/Fit Issue,Approved,281.43
50390,17113,6108,12473,2849,2023-03-29,1,594.1,Not as Described,Rejected,0.0
50391,36468,6517,20742,10431,2024-03-06,1,289.05,Duplicate Order,Approved,289.05
50392,29988,24575,26947,9425,2024-06-18,1,144.72,Size/Fit Issue,Approved,144.72
50393,12961,11801,26277,24078,2023-03-10,1,476.58,Changed Mind,Approved,476.58
50394,21331,8554,24208,17638,2024-09-06,4,1653.16,Not as Described,Approved,1653.16
50395,15376,11598,15231,14451,2024-02-22,1,348.41,Defective,Pending,
50396,37282,27523,22675,21971,2026-04-07,2,1058.96,Late Delivery,Approved,1058.96
50397,25467,17880,29215,26465,2023-05-07,5,894.95,Wrong Item Shipped,Approved,894.95
50398,22633,13304,28644,24570,2026-08-18,3,1547.34,Wrong Item Shipped,Approved,1547.34
50399,22143,1869,552,1440,2026-04-30,4,1911.32,Wrong Item Shipped,Approved,1911.32
50400,22852,5711,22487,26679,2025-05-08,1,465.49,Damaged,Approved,465.49
50401,32341,3212,25261,24244,2024-04-09,3,281.4,Defective,Approved,281.4
50402,18574,29432,18134,27306,2023-10-09,5,1725.55,Changed Mind,Approved,1725.55
50403,11405,7514,20982,24203,2025-04-02,1,418.83,Duplicate Order,Rejected,0.0
50404,16171,22678,14796,2571,2023-10-23,3,426.18,Defective,Pending,
50405,34107,29355,19141,12988,2023-08-14,2,1108.6,Defective,Approved,1108.6
50406,24119,28509,13418,20678,2026-03-18,1,139.27,Late Delivery,Approved,139.27
50407,33318,6963,13245,23587,2024-05-17,1,203.95,Size/Fit Issue,Approved,203.95
50408,11010,19882,20195,15191,2024-03-27,3,595.8,Duplicate Order,Approved,595.8
50409,33406,18707,25565,21166,2024-07-02,1,264.19,Damaged,Approved,264.19
50410,29487,24017,14697,904,2024-06-13,1,529.82,Duplicate Order,Approved,529.82
50411,14514,26285,7248,29653,2026-01-03,1,573.07,Changed Mind,Approved,573.07
50412,18886,9049,11436,1277,2023-01-02,2,231.5,Damaged,Pending,
50413,33565,14521,22817,12041,2025-04-03,2,679.02,Duplicate Order,Approved,679.02
50414,29159,6071,4499,26798,2023-07-27,1,217.62,Not as Described,Approved,217.62
50415,30923,18395,27289,10299,2025-03-14,3,459.6,Defective,Rejected,0.0
50416,27590,2210,6527,8986,2026-07-06,2,658.54,Changed Mind,Approved,658.54
50417,32894,19538,26992,1924,2025-11-07,1,46.35,Not as Described,Approved,46.35
50418,16690,15236,17896,1960,2025-11-27,1,221.23,Late Delivery,Approved,221.23
50419,18374,2761,21986,17148,2025-09-12,4,333.76,Not as Described,Approved,333.76
50420,23323,19650,29426,23502,2024-05-11,2,898.16,Not as Described,Approved,898.16
50421,11451,12556,1431,15927,2025-08-08,2,416.48,Damaged,Pending,
50422,17050,8143,25794,20611,2024-07-12,2,783.9,Defective,Approved,783.9
50423,26365,6194,20243,26655,2023-09-21,6,3680.64,Duplicate Order,Approved,3680.64
50424,28086,3265,7762,2758,2023-07-03,4,2248.16,Late Delivery,Approved,2248.16
50425,14739,640,25331,7744,2026-03-04,1,358.74,Duplicate Order,Approved,358.74
50426,36633,27733,26940,9887,2024-03-01,4,1625.64,Duplicate Order,Approved,1625.64
50427,19053,25714,7220,24549,2025-09-20,2,506.56,Wrong Item Shipped,Rejected,0.0
50428,24967,19149,27390,24242,2026-06-09,3,295.11,Changed Mind,Pending,
50429,14427,12301,15679,25452,2023-12-22,2,533.16,Changed Mind,Approved,533.16
50430,38413,13045,2635,21284,2023-03-07,3,289.02,Late Delivery,Approved,289.02
50431,19311,13591,28290,24969,2024-10-10,2,30.14,Not as Described,Rejected,0.0
50432,11352,23739,20169,20104,2024-08-02,2,304.82,Wrong Item Shipped,Pending,
50433,21451,27908,22941,22663,2024-03-11,1,498.77,Defective,Pending,
50434,17257,17172,922,15497,2026-06-05,6,1276.44,Wrong Item Shipped,Approved,1276.44
50435,32173,28811,421,17002,2026-08-09,5,2719.75,Size/Fit Issue,Pending,
50436,38540,12610,19116,29872,2023-07-16,4,2442.0,Damaged,Pending,
50437,30752,2244,24421,3115,2026-01-21,2,345.64,Wrong Item Shipped,Approved,345.64
50438,33766,15089,21301,924,2024-02-24,2,725.34,Size/Fit Issue,Approved,725.34
50439,34326,13573,17319,3958,2023-03-09,2,223.46,Not as Described,Approved,223.46
50440,16537,10651,22293,28994,2025-10-17,4,1523.24,Wrong Item Shipped,Rejected,0.0
50441,19713,14385,25671,26602,2024-11-11,5,1026.05,Late Delivery,Approved,1026.05
50442,23240,26862,24660,2042,2025-12-01,5,241.8,Size/Fit Issue,Approved,241.8
50443,27169,7607,690,6421,2026-02-03,2,1168.04,Changed Mind,Approved,1168.04
50444,23391,1025,22942,2364,2023-07-07,1,649.53,Size/Fit Issue,Approved,649.53
50445,25481,17486,10849,24237,2026-01-11,1,526.51,Not as Described,Approved,526.51
50446,22224,16772,16379,5511,2025-05-08,3,422.55,Late Delivery,Approved,422.55
50447,25716,24628,16602,866,2025-09-16,1,636.18,Size/Fit Issue,Approved,636.18
50448,15049,13309,11383,19545,2026-04-17,1,420.45,Size/Fit Issue,Approved,420.45
50449,11838,25596,4582,2760,2024-10-16,2,80.16,Not as Described,Rejected,0.0
50450,39206,29454,5021,20323,2024-04-02,1,297.88,Defective,Approved,297.88
50451,21071,23248,19693,27582,2026-04-30,1,199.09,Wrong Item Shipped,Approved,199.09
50452,12432,9748,11988,8710,2026-01-05,4,1344.92,Damaged,Approved,1344.92
50453,31346,18307,8799,22470,2023-02-18,3,86.67,Size/Fit Issue,Approved,86.67
50454,36228,13550,27718,22039,2024-11-25,1,325.15,Size/Fit Issue,Approved,325.15
50455,37298,7560,16981,21110,2026-08-18,1,34.95,Not as Described,Approved,34.95
50456,32298,21159,29685,24327,2025-10-28,3,1911.0,Changed Mind,Rejected,0.0
50457,38962,4646,7555,4075,2023-04-20,2,1004.18,Not as Described,Approved,1004.18
50458,26509,25250,12712,8692,2023-09-10,5,1708.35,Changed Mind,Pending,
50459,24948,694,10538,18469,2025-02-19,2,305.74,Changed Mind,Approved,305.74
50460,33103,21832,22172,18445,2025-04-21,2,408.38,Late Delivery,Approved,408.38
50461,20216,23614,18965,25364,2024-07-25,1,43.81,Wrong Item Shipped,Approved,43.81
50462,36848,20472,4569,14842,2023-07-01,4,1120.16,Not as Described,Approved,1120.16
50463,13830,1578,19716,20731,2024-11-04,1,22.32,Defective,Approved,22.32
50464,32079,29362,16201,8541,2025-05-26,2,1027.66,Changed Mind,Rejected,0.0
50465,39936,6237,7917,20001,2025-01-21,4,1892.52,Changed Mind,Rejected,0.0
50466,17981,21994,3089,23978,2025-10-29,2,1430.94,Defective,Approved,1430.94
50467,33427,18288,23709,12759,2025-12-19,1,364.32,Duplicate Order,Pending,
50468,15321,26633,8809,27525,2023-05-31,1,164.86,Damaged,Approved,164.86
50469,18089,15119,12822,11884,2026-08-18,2,515.7,Changed Mind,Approved,515.7
50470,27935,22726,18654,22658,2023-09-19,1,547.74,Late Delivery,Rejected,0.0
50471,16022,8844,7585,28969,2024-05-30,2,367.74,Size/Fit Issue,Approved,367.74
50472,24374,16519,26642,2634,2023-03-25,2,517.8,Defective,Approved,517.8
50473,34376,1551,8297,22567,2024-08-08,2,525.9,Damaged,Approved,525.9
50474,38209,28206,7968,23574,2026-01-06,3,1012.02,Wrong Item Shipped,Pending,
50475,27094,23561,11492,8275,2026-03-17,1,352.72,Damaged,Approved,352.72
50476,15707,3750,23463,17781,2026-04-13,1,274.04,Defective,Pending,
50477,19199,14620,1634,16697,2024-01-21,2,306.0,Late Delivery,Approved,306.0
50478,23158,2453,9075,9857,2024-10-10,1,477.81,Not as Described,Pending,
50479,27616,10383,10016,26761,2026-08-17,2,164.42,Defective,Approved,164.42
50480,29720,3218,4469,18094,2023-05-03,1,70.44,Changed Mind,Approved,70.44
50481,25880,10705,5460,144,2026-06-16,1,24.81,Size/Fit Issue,Pending,
50482,30547,26199,26174,29038,2023-08-16,5,1009.1,Damaged,Approved,1009.1
50483,36158,21551,29103,713,2023-02-15,1,499.64,Defective,Approved,499.64
50484,16543,10706,4430,12072,2024-10-07,3,1233.69,Defective,Approved,1233.69
50485,15662,1422,8055,9433,2024-10-01,1,365.36,Late Delivery,Rejected,0.0
50486,33594,15193,15561,28125,2024-06-29,2,913.52,Not as Described,Approved,913.52
50487,12884,25519,854,7397,2025-04-03,2,707.34,Defective,Approved,707.34
50488,20213,1881,614,6673,2024-04-07,2,384.4,Not as Described,Approved,384.4
50489,34296,7509,5232,1829,2025-04-03,1,217.14,Damaged,Rejected,0.0
50490,25416,26171,18552,19668,2026-03-28,2,1071.54,Late Delivery,Approved,1071.54
50491,14571,21256,3554,6852,2024-06-21,1,123.3,Size/Fit Issue,Pending,
50492,35830,22032,12105,20344,2026-08-05,2,44.16,Damaged,Approved,44.16
50493,32770,1062,2555,26802,2025-11-26,5,1026.3,Late Delivery,Approved,1026.3
50494,38890,11389,25863,8349,2025-07-20,2,879.6,Size/Fit Issue,Approved,879.6
50495,27663,17796,11353,28471,2026-03-20,5,1121.85,Duplicate Order,Approved,1121.85
50496,23096,9961,1734,11323,2024-03-15,2,247.52,Defective,Approved,247.52
50497,31752,23321,2366,27478,2026-02-01,1,10.59,Not as Described,Approved,10.59
50498,11124,25557,11806,26234,2024-05-19,4,122.52,Duplicate Order,Pending,
50499,23067,509,7453,9384,2026-06-03,3,361.14,Damaged,Approved,361.14
50500,28230,19465,28268,4068,2024-05-08,2,698.34,Late Delivery,Approved,698.34
50501,20580,9820,19536,29003,2025-06-12,3,1206.21,Damaged,Approved,1206.21
50502,33950,3499,22821,12396,2025-05-27,1,512.3,Size/Fit Issue,Approved,512.3
50503,31962,4214,21159,28409,2026-06-12,4,1243.8,Damaged,Approved,1243.8
50504,14883,10897,29130,9881,2026-08-18,5,352.95,Late Delivery,Approved,352.95
50505,24807,18811,6240,23577,2023-03-11,1,203.98,Wrong Item Shipped,Pending,
50506,30397,18521,5399,24367,2024-12-09,1,89.34,Wrong Item Shipped,Approved,89.34
50507,27250,10813,3597,28865,2023-07-07,1,179.33,Late Delivery,Approved,179.33
50508,15689,24317,8386,20248,2023-04-11,3,221.19,Size/Fit Issue,Rejected,0.0
50509,27751,16203,1229,3729,2023-03-12,1,277.1,Not as Described,Approved,277.1
50510,16228,26635,5253,11860,2023-07-29,1,54.58,Duplicate Order,Approved,54.58
50511,11756,19245,8943,5528,2026-01-12,3,989.37,Late Delivery,Approved,989.37
50512,19806,29788,1439,21652,2026-08-18,4,1673.12,Damaged,Approved,1673.12
50513,35384,10275,5651,7170,2026-04-27,1,250.85,Not as Described,Approved,250.85
50514,14827,10124,21509,8124,2025-09-14,1,160.45,Duplicate Order,Approved,160.45
50515,35040,22281,25194,6300,2026-03-09,3,372.87,Not as Described,Approved,372.87
50516,18531,2607,15052,27513,2025-03-29,2,118.64,Defective,Approved,118.64
50517,19856,2034,3687,11570,2026-01-01,1,414.82,Changed Mind,Approved,414.82
50518,24781,29837,8697,16749,2025-09-18,2,49.94,Late Delivery,Approved,49.94
50519,14305,10290,3505,10071,2025-03-16,6,2106.54,Wrong Item Shipped,Pending,
50520,11442,20598,8724,6602,2023-04-25,3,1200.03,Duplicate Order,Approved,1200.03
50521,23172,3234,5489,18202,2025-04-15,4,2141.56,Damaged,Approved,2141.56
50522,25151,27124,11286,21040,2023-08-04,3,1549.62,Wrong Item Shipped,Rejected,0.0
50523,21876,26903,11331,2375,2025-10-26,3,1444.56,Duplicate Order,Rejected,0.0
50524,28061,19165,26971,16677,2024-10-29,1,698.84,Wrong Item Shipped,Approved,698.84
50525,23810,21936,6536,21648,2023-07-08,1,513.08,Wrong Item Shipped,Approved,513.08
50526,37663,17015,27183,21539,2023-04-16,2,1215.38,Duplicate Order,Approved,1215.38
50527,18953,24453,28933,9783,2024-07-25,2,967.96,Size/Fit Issue,Approved,967.96
50528,26124,8265,29470,1722,2023-08-18,1,168.4,Wrong Item Shipped,Rejected,0.0
50529,34807,28795,4476,20424,2024-08-08,1,656.19,Size/Fit Issue,Approved,656.19
50530,32685,23608,20100,7494,2024-02-22,5,2274.95,Defective,Rejected,0.0
50531,11894,26091,3923,19117,2026-02-10,2,126.52,Duplicate Order,Approved,126.52
50532,37240,29883,7284,20229,2024-06-30,1,632.89,Damaged,Approved,632.89
50533,15909,11561,11937,5694,2025-10-22,2,924.3,Damaged,Approved,924.3
50534,17082,25565,22600,6654,2026-08-18,1,475.51,Not as Described,Approved,475.51
50535,17827,925,13731,1709,2026-06-28,2,383.32,Duplicate Order,Approved,383.32
50536,18653,27198,27432,20524,2025-06-14,1,297.04,Not as Described,Approved,297.04
50537,17413,1385,7323,21961,2024-07-24,1,73.63,Damaged,Approved,73.63
50538,10556,21687,29879,8861,2023-06-13,2,1082.76,Changed Mind,Approved,1082.76
50539,29236,18583,25632,14043,2025-11-18,3,899.97,Late Delivery,Approved,899.97
50540,35918,29358,1903,5631,2023-04-11,5,98.05,Not as Described,Approved,98.05
50541,32332,23242,23062,3431,2025-10-18,6,640.68,Changed Mind,Pending,
50542,18827,27607,12083,23463,2026-03-05,1,198.01,Size/Fit Issue,Approved,198.01
50543,33607,28669,15729,7193,2026-08-18,5,796.6,Wrong Item Shipped,Pending,
50544,33689,27347,23421,25285,2026-04-19,3,238.68,Late Delivery,Approved,238.68
50545,16546,12491,25063,18983,2025-11-17,2,1109.5,Defective,Approved,1109.5
50546,25130,12564,5846,11739,2023-05-03,2,399.6,Late Delivery,Approved,399.6
50547,38571,6994,23390,6093,2023-04-14,2,211.3,Wrong Item Shipped,Approved,211.3
50548,21445,21875,22519,3379,2024-01-03,1,109.3,Duplicate Order,Approved,109.3
50549,33398,22811,19774,6012,2024-05-12,2,149.52,Defective,Approved,149.52
50550,15803,20807,22769,1977,2023-04-06,2,198.34,Changed Mind,Approved,198.34
50551,19958,6768,27612,14892,2026-01-20,2,429.78,Damaged,Approved,429.78
50552,38791,23302,12152,13616,2025-05-13,2,948.34,Not as Described,Approved,948.34
50553,27158,22705,17391,26506,2024-05-02,4,747.76,Defective,Approved,747.76
50554,26580,15916,15982,15447,2026-01-20,3,65.16,Defective,Approved,65.16
50555,37991,29208,20344,8879,2024-12-31,5,745.2,Late Delivery,Approved,745.2
50556,12237,5745,7456,155,2023-08-08,1,256.03,Late Delivery,Approved,256.03
50557,29028,4664,8560,24700,2025-02-15,1,407.55,Not as Described,Pending,
50558,32484,7261,16127,10837,2023-11-03,1,95.08,Late Delivery,Approved,95.08
50559,26207,9408,23959,1036,2024-10-07,2,1467.98,Damaged,Approved,1467.98
50560,31573,2508,23791,4673,2025-01-15,3,1522.5,Damaged,Approved,1522.5
50561,28324,2367,7155,17777,2024-05-17,5,2740.85,Duplicate Order,Approved,2740.85
50562,30152,12752,853,7762,2023-08-18,1,158.61,Defective,Approved,158.61
50563,30057,24477,7949,5558,2024-08-30,2,61.08,Changed Mind,Approved,61.08
50564,13648,757,4334,6747,2026-04-20,5,1451.7,Defective,Rejected,0.0
50565,39025,25023,18506,22480,2026-06-17,4,2245.08,Late Delivery,Approved,2245.08
50566,18523,22065,13233,3520,2025-09-26,1,134.59,Duplicate Order,Pending,
50567,37326,15623,12631,12099,2026-03-06,5,1747.5,Defective,Approved,1747.5
50568,32177,15047,3794,9598,2026-06-24,2,898.08,Wrong Item Shipped,Pending,
50569,23419,20651,2378,22495,2026-08-18,5,2456.6,Duplicate Order,Approved,2456.6
50570,18783,27492,15158,16676,2026-03-31,1,52.17,Damaged,Approved,52.17
50571,38577,15437,24198,8670,2024-10-17,1,401.48,Damaged,Approved,401.48
50572,30984,4785,20294,16976,2026-06-17,1,544.89,Changed Mind,Approved,544.89
